,Position,Track Name,Artist,Streams,date,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode
1935,136,Stay Young,Mike Perry,8497,2017-10-29,0.713,0.226,89.99600000000001,0.0406,0.0754,0.0,4,0.5720000000000001,5,157005,-4.8260000000000005,0.5589999999999999,1
1936,137,Believer,Imagine Dragons,8425,2017-10-29,0.787,0.14,124.98200000000001,0.10800000000000001,0.0524,0.0,4,0.779,10,204347,-4.305,0.708,0
1937,138,ทดลองใช้,Pun Basher,8405,2017-10-29,0.836,0.1,109.986,0.0342,0.0877,0.0,4,0.778,8,246545,-2.7089999999999996,0.847,1
1938,139,Thinking out Loud,Ed Sheeran,8365,2017-10-29,0.445,0.184,78.998,0.0295,0.474,0.0,4,0.7809999999999999,2,281560,-6.061,0.591,1
1939,140,Anyway,Tyron Hapi,8274,2017-10-29,0.85,0.133,104.024,0.135,0.0709,6.3e-06,4,0.687,5,169219,-4.91,0.611,0
1940,141,ก็แค่ไม่มีฉัน,Violette Wautier,8206,2017-10-29,0.55,0.0944,121.958,0.0416,0.509,0.0003,4,0.698,5,240492,-6.47,0.0752,1
1941,142,superlit,gnash,8200,2017-10-29,0.622,0.163,95.02,0.10099999999999999,0.27699999999999997,0.0,4,0.855,9,164284,-6.603,0.41200000000000003,1
1942,143,เรื่องมหัศจรรย์,Sofa,8165,2017-10-29,0.627,0.13,176.07299999999998,0.0317,0.0302,1.6100000000000002e-05,4,0.523,7,245413,-6.696000000000001,0.433,1
1943,144,ปากแข็ง (Just in my mind) - เพลงประกอบซีรีส์ Slam Dance ทุ่มฝันสนั่นฟลอร์,Mild,8126,2017-10-29,0.619,0.0455,71.968,0.0401,0.0276,0.0,4,0.589,6,256000,-8.116,0.5920000000000001,1
1944,145,빨간 맛 Red Flavor,Red Velvet,8102,2017-10-29,0.917,0.0839,125.042,0.18899999999999997,0.0409,0.0,4,0.7090000000000001,9,191139,-3.315,0.515,1
1945,146,อยากฟัง,Violette Wautier,8097,2017-10-29,0.289,0.109,180.16099999999997,0.0334,0.7909999999999999,0.000977,4,0.43200000000000005,3,187736,-7.84,0.35200000000000004,1
1946,147,Paris,The Chainsmokers,8090,2017-10-29,0.6579999999999999,0.0939,99.99,0.0304,0.0215,1.66e-06,4,0.653,2,221507,-6.428,0.21899999999999997,1
1947,148,ปลายทางที่ว่างเปล่า - เพลงประกอบ Club Friday Celeb's Stories,Aof Pongsak,8006,2017-10-29,0.5479999999999999,0.13,129.959,0.0321,0.748,0.0,4,0.5760000000000001,0,274154,-6.006,0.34700000000000003,1
1948,149,ให้ฉันดูแลเธอ - เพลงประกอบละคร ผู้ใหญ่ลีกับนางมา,Namm Ronnadet,7937,2017-10-29,0.6709999999999999,0.102,94.038,0.0251,0.319,0.00018999999999999998,4,0.68,10,220353,-9.462,0.789,1
1949,150,Labelle - Acoustic,Telex Telexs,7859,2017-10-29,0.36700000000000005,0.0943,98.052,0.0275,0.94,0.218,4,0.657,1,336562,-7.01,0.225,1
1950,151,อย่าเพิ่งใจร้าย,The Mousses,7850,2017-10-29,0.762,0.0957,99.98899999999999,0.0967,0.0708,0.0,4,0.674,0,238690,-5.452000000000001,0.617,1
1951,152,All My Love (feat. Conor Maynard),Cash Cash,7848,2017-10-29,0.871,0.0739,134.95600000000002,0.0891,0.14800000000000002,0.0,4,0.59,11,191331,-3.353,0.304,0
1952,153,Where The Love Goes,Anjulie,7846,2017-10-29,0.6779999999999999,0.237,157.97799999999998,0.138,0.23,1.91e-06,4,0.736,0,184207,-5.315,0.529,0
1953,154,Panama,Matteo,7764,2017-10-29,0.723,0.196,99.977,0.0363,0.18,0.0,4,0.866,1,200700,-6.539,0.963,0
1954,155,"Homemade Dynamite (Feat. Khalid, Post Malone & SZA) - REMIX",Lorde,7763,2017-10-29,0.557,0.156,106.12200000000001,0.17300000000000001,0.272,0.0,4,0.541,0,214255,-5.093999999999999,0.17300000000000001,0
1955,156,Versace on the Floor,Bruno Mars,7731,2017-10-29,0.574,0.083,174.15200000000002,0.0454,0.196,0.0,4,0.578,2,261240,-6.209,0.301,1
1956,157,We Don't Talk Anymore,Charlie Puth,7702,2017-10-29,0.563,0.179,100.01700000000001,0.134,0.621,0.0,4,0.728,1,217707,-8.052999999999999,0.35200000000000004,0
1957,158,HOME IS FAR AWAY,Epik High,7661,2017-10-29,0.858,0.0937,93.98700000000001,0.127,0.35600000000000004,0.0,4,0.78,7,291002,-6.331,0.5,0
1958,159,Burn It Up,Wanna One,7613,2017-10-29,0.8490000000000001,0.39799999999999996,127.92299999999999,0.0563,0.0461,0.0,4,0.642,11,214942,-3.266,0.601,0
1959,160,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,7611,2017-10-29,0.451,0.325,117.973,0.0585,0.0631,1.3000000000000001e-05,4,0.735,0,245200,-8.374,0.0862,1
1960,161,I'm Not The Only One,Sam Smith,7496,2017-10-29,0.496,0.0772,80.994,0.0453,0.5539999999999999,2.65e-05,4,0.45299999999999996,5,239317,-5.785,0.501,1
1961,162,Jocelyn Flores,XXXTENTACION,7410,2017-10-29,0.391,0.297,134.02100000000002,0.242,0.469,4.13e-06,4,0.872,0,119133,-9.144,0.43700000000000006,0
1962,163,I Feel It Coming,The Weeknd,7406,2017-10-29,0.8190000000000001,0.0679,92.99,0.11800000000000001,0.426,0.0,4,0.773,0,269187,-5.946000000000001,0.585,0
1963,164,Unpredictable,Olly Murs,7351,2017-10-29,0.733,0.102,104.007,0.0423,0.0551,0.0,4,0.63,1,199586,-4.338,0.486,1
1964,165,Tired,Alan Walker,7319,2017-10-29,0.8759999999999999,0.147,123.994,0.059000000000000004,0.0428,0.0,4,0.69,2,192112,-4.159,0.493,1
1965,166,ปล่อย,Pop Pongkool,7283,2017-10-29,0.512,0.0965,176.049,0.0342,0.00379,0.0025,4,0.4,7,279240,-8.482000000000001,0.316,1
1966,167,คนที่ฟ้าส่งมาให้รักกัน,La Ong Fong,7283,2017-10-29,0.451,0.196,90.0,0.0362,0.695,7.64e-05,4,0.612,11,236500,-10.924000000000001,0.377,1
1967,168,Stay With Me,CHANYEOL,7256,2017-10-29,0.526,0.126,78.643,0.0484,0.428,0.0,5,0.314,0,192441,-4.686,0.195,0
1968,169,Starboy,The Weeknd,7249,2017-10-29,0.594,0.134,186.054,0.282,0.165,3.49e-06,4,0.6809999999999999,7,230453,-7.028,0.535,1
1969,170,Love Yourself,Justin Bieber,7246,2017-10-29,0.37799999999999995,0.28,100.41799999999999,0.43799999999999994,0.835,0.0,4,0.609,4,233720,-9.828,0.515,1
1970,171,Don't Wanna Cry,SEVENTEEN,7232,2017-10-29,0.6829999999999999,0.16,100.005,0.0325,0.16399999999999998,1.53e-06,4,0.7809999999999999,0,203427,-4.258,0.722,1
1971,172,The Scientist,Coldplay,7119,2017-10-29,0.442,0.11,146.44799999999998,0.0243,0.727,1.7100000000000002e-05,4,0.56,5,309600,-7.224,0.212,1
1972,173,dimple,BTS,7069,2017-10-29,0.8440000000000001,0.287,134.868,0.0756,0.142,0.0,4,0.612,5,196776,-4.694,0.653,0
1973,174,Intro: Serendipity,BTS,7063,2017-10-29,0.581,0.201,129.56799999999998,0.12,0.523,0.0,4,0.47600000000000003,8,139972,-8.795,0.282,1
1974,175,ทางของฝุ่น (Dust),Atom Chanakan,7048,2017-10-29,0.47600000000000003,0.305,97.62100000000001,0.0246,0.6709999999999999,0.0157,3,0.595,7,264627,-7.8629999999999995,0.35700000000000004,1
1975,176,Stay (with Alessia Cara),Zedd,7033,2017-10-29,0.634,0.115,102.01299999999999,0.0654,0.23199999999999998,0.0,4,0.679,5,210091,-5.024,0.498,0
1976,177,เธอคือของขวัญ,Singto Numchok,6962,2017-10-29,0.21,0.086,107.0,0.11,0.773,0.0,4,0.9229999999999999,2,217187,-10.794,0.479,1
1977,178,Blank Space,Taylor Swift,6939,2017-10-29,0.703,0.0913,95.99700000000001,0.054000000000000006,0.10300000000000001,0.0,4,0.76,5,231827,-5.412000000000001,0.57,1
1978,179,PLAYING WITH FIRE - KR Ver.,BLACKPINK,6880,2017-10-29,0.758,0.18600000000000003,97.052,0.10800000000000001,0.044000000000000004,0.0,4,0.7040000000000001,4,197667,-4.393,0.6629999999999999,0
1979,180,กอดไม่ได้,Bedroom Audio,6876,2017-10-29,0.474,0.0663,170.018,0.0356,0.0929,0.000404,4,0.361,0,286192,-8.155,0.249,1
1980,181,I Get the Bag (feat. Migos),Gucci Mane,6864,2017-10-29,0.633,0.0993,139.94799999999998,0.168,0.0232,0.000343,4,0.89,11,233087,-5.475,0.425,1
1981,182,Old Single,Whatcharawale,6848,2017-10-29,0.583,0.32899999999999996,130.002,0.0663,0.519,0.0,4,0.711,7,190443,-6.24,0.578,1
1982,183,Bad At Love,Halsey,6837,2017-10-29,0.7509999999999999,0.0893,118.384,0.0296,0.0604,0.0,4,0.675,0,181279,-3.5389999999999997,0.612,1
1983,184,หมายความว่าอะไร,MEAN,6833,2017-10-29,0.5379999999999999,0.184,159.828,0.0462,0.75,0.0,4,0.589,10,195143,-5.665,0.659,1
1984,185,WHISTLE - KR Ver.,BLACKPINK,6743,2017-10-29,0.722,0.0935,102.97200000000001,0.0945,0.00579,0.0,4,0.8270000000000001,6,212600,-4.803999999999999,0.589,0
1985,186,REALLY REALLY,WINNER,6730,2017-10-29,0.769,0.0854,103.006,0.0595,0.16699999999999998,0.0,4,0.765,2,203057,-3.16,0.581,1
1986,187,It's You,Henry,6674,2017-10-29,0.46799999999999997,0.128,76.045,0.0247,0.637,0.0,4,0.545,7,231643,-6.064,0.27899999999999997,1
1987,188,นวด,Palmy,6663,2017-10-29,0.8290000000000001,0.158,86.52,0.0516,0.0006309999999999999,7.290000000000001e-05,4,0.48100000000000004,1,241842,-3.428,0.578,1
1988,189,Not Today,BTS,6647,2017-10-29,0.946,0.9229999999999999,110.024,0.126,0.0018100000000000002,1.04e-06,4,0.594,8,231860,-3.408,0.665,1
1989,190,Stay With Me,Sam Smith,6642,2017-10-29,0.419,0.11,85.014,0.0389,0.568,0.000217,4,0.479,0,172724,-6.517,0.18600000000000003,1
1990,191,Pied Piper,BTS,6589,2017-10-29,0.7120000000000001,0.268,94.051,0.0326,0.2,0.0,4,0.583,2,245621,-4.942,0.7759999999999999,0
1991,192,Let's Go,Lipta,6561,2017-10-29,0.769,0.0637,124.008,0.0337,0.0288,0.0,4,0.785,6,208921,-7.499,0.87,1
1992,193,Reggaetón Lento (Remix),CNCO,6522,2017-10-29,0.907,0.0993,93.81299999999999,0.11,0.154,0.0,4,0.527,4,188797,-3.09,0.664,0
1993,194,긴 밤이 오면,Eddy Kim,6516,2017-10-29,0.501,0.0748,110.889,0.0296,0.624,0.0,4,0.48,5,226992,-5.511,0.222,1
1994,195,Fantasy,JBJ,6474,2017-10-29,0.955,0.19399999999999998,150.05100000000002,0.0977,0.0312,0.0,4,0.68,9,202233,-2.64,0.785,0
1995,196,รักของเธอมีจริงหรือเปล่า,P.O.P,6439,2017-10-29,0.366,0.122,203.93900000000002,0.069,0.48200000000000004,0.0291,4,0.5589999999999999,6,305960,-15.558,0.802,1
1996,197,เธอเก่ง,JETSET'ER,6425,2017-10-29,0.41700000000000004,0.358,87.926,0.0431,0.552,0.0,4,0.491,7,298460,-8.494,0.479,1
1997,198,Location,Khalid,6304,2017-10-29,0.449,0.0898,80.126,0.425,0.33,0.000162,4,0.736,1,219080,-11.462,0.326,0
1998,199,ฉันต้องคิดถึงเธอแบบไหน (Cloudy),Ink Waruntorn,6294,2017-10-29,0.782,0.345,159.982,0.0699,0.298,0.000152,4,0.5489999999999999,1,273271,-5.0089999999999995,0.446,1
1999,200,เธอ,Cocktail,6257,2017-10-29,0.624,0.159,143.931,0.0325,0.589,0.0022,4,0.436,8,266498,-6.985,0.262,1
2000,1,Too Good At Goodbyes,Sam Smith,67194,2017-11-05,0.37200000000000005,0.16899999999999998,91.87299999999999,0.0432,0.64,0.0,4,0.6809999999999999,5,201000,-8.237,0.47600000000000003,1
2001,2,Wolves,Selena Gomez,56738,2017-11-05,0.802,0.177,124.98899999999999,0.0394,0.139,0.0,4,0.715,11,197993,-4.647,0.327,0
2002,3,What Lovers Do (feat. SZA),Maroon 5,55115,2017-11-05,0.615,0.0855,110.009,0.0671,0.0786,2.98e-06,4,0.795,5,199849,-5.211,0.39299999999999996,0
2003,4,Havana,Camila Cabello,53394,2017-11-05,0.517,0.10400000000000001,104.992,0.0312,0.18600000000000003,3.8e-05,4,0.768,7,216897,-4.323,0.418,0
2004,5,How Long,Charlie Puth,53333,2017-11-05,0.581,0.0805,110.008,0.0767,0.18899999999999997,3.61e-06,4,0.8490000000000001,1,198237,-5.242999999999999,0.779,0
2005,6,Perfect,Ed Sheeran,50665,2017-11-05,0.44799999999999995,0.106,95.05,0.0232,0.163,0.0,3,0.599,8,263400,-6.312,0.168,1
2006,7,New Rules,Dua Lipa,44611,2017-11-05,0.7,0.153,116.073,0.0694,0.0026100000000000003,1.56e-05,4,0.762,9,209320,-6.021,0.608,0
2007,8,Dusk Till Dawn - Radio Edit,ZAYN,42544,2017-11-05,0.43700000000000006,0.106,180.043,0.039,0.10099999999999999,1.27e-06,4,0.258,11,239000,-6.593,0.0967,0
2008,9,รักตัวเอง,Room 39,39303,2017-11-05,0.728,0.0785,92.006,0.0477,0.18899999999999997,0.0,4,0.7559999999999999,7,219130,-5.6370000000000005,0.912,1
2009,10,Shape of You,Ed Sheeran,34941,2017-11-05,0.652,0.0931,95.977,0.0802,0.581,0.0,4,0.825,1,233713,-3.1830000000000003,0.9309999999999999,0
2010,11,จังหวะจะรัก - From “Heartbeat” Original Soundtrack,Violette Wautier,33897,2017-11-05,0.687,0.087,89.931,0.0278,0.138,0.000177,4,0.546,8,220000,-5.129,0.213,1
2011,12,รังเกียจกันไหม?,UrboyTJ,32590,2017-11-05,0.37200000000000005,0.0739,136.99200000000002,0.0707,0.485,9.63e-06,4,0.8029999999999999,9,197493,-10.058,0.134,1
2012,13,Young Dumb & Broke,Khalid,32060,2017-11-05,0.539,0.165,136.94899999999998,0.0421,0.19899999999999998,1.66e-05,4,0.7979999999999999,1,202547,-6.351,0.39399999999999996,1
2013,14,1-800-273-8255,Logic,30649,2017-11-05,0.574,0.19,100.021,0.0479,0.57,0.0,4,0.62,5,250173,-7.787999999999999,0.35200000000000004,0
2014,15,หัวใจทศกัณฐ์(Devil's Heart),Keng Tachaya,30196,2017-11-05,0.546,0.0889,174.106,0.268,0.621,0.0,4,0.603,0,240690,-7.439,0.305,1
2015,16,Silence,Marshmello,30156,2017-11-05,0.7609999999999999,0.17,141.971,0.0853,0.256,4.96e-06,4,0.52,4,180823,-3.093,0.28600000000000003,1
2016,17,All Falls Down (feat. Juliander),Alan Walker,29329,2017-11-05,0.6779999999999999,0.361,97.976,0.057999999999999996,0.303,0.0,4,0.6579999999999999,1,199111,-4.407,0.662,1
2017,18,Stargazing,Kygo,28836,2017-11-05,0.49700000000000005,0.0911,99.137,0.0809,0.152,0.0,4,0.677,5,236853,-5.763,0.419,1
2018,19,Pray,Sam Smith,28694,2017-11-05,0.382,0.0865,87.801,0.0426,0.282,1.1400000000000001e-05,3,0.535,4,221596,-9.465,0.147,0
2019,20,rockstar,Post Malone,28542,2017-11-05,0.522,0.142,159.77200000000002,0.0984,0.13,9.03e-05,4,0.5770000000000001,5,218320,-6.593999999999999,0.11900000000000001,0
2020,21,Let You Down,NF,28097,2017-11-05,0.716,0.17300000000000001,148.015,0.111,0.33,0.0,4,0.659,5,212120,-5.672999999999999,0.43700000000000006,0
2021,22,Thunder,Imagine Dragons,27361,2017-11-05,0.81,0.155,167.88,0.0479,0.00683,0.21,4,0.6,0,187147,-4.749,0.298,1
2022,23,There for You,Martin Garrix,27130,2017-11-05,0.644,0.124,105.969,0.0553,0.124,0.0,4,0.611,6,221904,-7.607,0.13,0
2023,24,Back to You (feat. Bebe Rexha & Digital Farm Animals),Louis Tomlinson,27098,2017-11-05,0.53,0.39399999999999996,75.016,0.142,0.207,0.0,4,0.6829999999999999,5,190428,-4.918,0.645,0
2024,25,"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,27037,2017-11-05,0.7170000000000001,0.0769,103.036,0.0581,0.0393,0.0,4,0.659,8,174800,-4.202,0.71,1
2025,26,Too Much To Ask,Niall Horan,26914,2017-11-05,0.5539999999999999,0.115,153.67600000000002,0.0385,0.381,0.0,4,0.519,0,223044,-6.412000000000001,0.19399999999999998,1
2026,27,Lonely Together (feat. Rita Ora),Avicii,26245,2017-11-05,0.6659999999999999,0.0683,102.977,0.0612,0.134,2.12e-05,4,0.655,5,181812,-5.309,0.272,1
2027,28,บทสุดท้าย,BANKK CA$H,26077,2017-11-05,0.747,0.10300000000000001,169.96900000000002,0.0954,0.37799999999999995,0.0,4,0.495,1,219000,-5.577999999999999,0.736,1
2028,29,I Miss You (feat. Julia Michaels),Clean Bandit,26043,2017-11-05,0.6579999999999999,0.0919,105.07600000000001,0.0456,0.245,3.77e-06,4,0.638,3,205748,-6.318,0.33,1
2029,30,Call It What You Want,Taylor Swift,25692,2017-11-05,0.508,0.32899999999999996,163.957,0.105,0.193,0.000177,4,0.599,9,203507,-9.894,0.26899999999999996,1
2030,31,Sorry Not Sorry,Demi Lovato,25511,2017-11-05,0.633,0.29,144.02100000000002,0.24100000000000002,0.0214,0.0,4,0.7040000000000001,11,203760,-6.922999999999999,0.863,0
2031,32,Attention,Charlie Puth,25357,2017-11-05,0.626,0.0848,100.041,0.0432,0.0969,3.12e-05,4,0.774,3,211475,-4.4319999999999995,0.777,0
2032,33,Look What You Made Me Do,Taylor Swift,23695,2017-11-05,0.68,0.122,128.062,0.141,0.213,1.57e-05,4,0.773,9,211859,-6.377999999999999,0.49700000000000005,0
2033,34,ฝืนตัวเองไม่เป็น,Non Tanon,23580,2017-11-05,0.599,0.153,67.998,0.0373,0.457,0.0,4,0.601,7,305760,-5.5489999999999995,0.5770000000000001,1
2034,35,เป็นทุกอย่าง,Room 39,23460,2017-11-05,0.774,0.0805,186.03099999999998,0.0678,0.389,0.0,4,0.562,2,262437,-4.846,0.731,1
2035,36,ยังคิดถึง...(Same),Marc Tatchapon,23450,2017-11-05,0.41,0.11900000000000001,135.005,0.0316,0.563,0.0,4,0.685,7,201872,-9.357999999999999,0.5329999999999999,1
2036,37,ก่อนฤดูฝน,The Toys,23247,2017-11-05,0.49,0.23399999999999999,134.944,0.0416,0.431,0.0,4,0.715,1,223778,-12.673,0.743,1
2037,38,DNA,BTS,22952,2017-11-05,0.775,0.0677,129.819,0.0545,0.022000000000000002,0.0,4,0.598,1,223123,-4.035,0.687,0
2038,39,Easy Love,Lauv,22821,2017-11-05,0.48100000000000004,0.0808,137.001,0.054000000000000006,0.302,3.67e-06,4,0.745,2,224449,-8.291,0.22899999999999998,1
2039,40,ครั้งหนึ่งไม่ถึงตาย,KLEAR,22771,2017-11-05,0.466,0.11900000000000001,136.042,0.0354,0.568,2.13e-05,4,0.637,0,202695,-7.885,0.21,1
2040,41,A Different Way (with Lauv),DJ Snake,22302,2017-11-05,0.765,0.152,104.98700000000001,0.0385,0.534,0.0,4,0.7809999999999999,8,198286,-4.092,0.564,1
2041,42,มีแฟนแล้ว,Oat Pramote,22223,2017-11-05,0.7090000000000001,0.053,140.07399999999998,0.247,0.0689,0.0,4,0.8370000000000001,11,204000,-6.218,0.9670000000000001,0
2042,43,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Calvin Harris,22110,2017-11-05,0.745,0.0943,101.01799999999999,0.0571,0.0642,0.0,4,0.893,11,223413,-3.105,0.872,0
2043,44,Despacito - Remix,Luis Fonsi,21988,2017-11-05,0.815,0.0924,88.931,0.12,0.22899999999999998,0.0,4,0.6940000000000001,2,228827,-4.328,0.813,1
2044,45,Mama,Jonas Blue,21386,2017-11-05,0.792,0.0516,104.016,0.0418,0.091,0.0,4,0.7390000000000001,11,181615,-4.256,0.547,0
2045,46,Friends (with BloodPop®),Justin Bieber,21328,2017-11-05,0.7390000000000001,0.306,104.99,0.0387,0.0045899999999999995,0.0,4,0.7440000000000001,8,189467,-5.35,0.649,1
2046,47,หน้าหนาวที่แล้ว,The Toys,20982,2017-11-05,0.42200000000000004,0.0987,119.96600000000001,0.0416,0.258,0.0,4,0.758,1,272000,-8.712,0.28,0
2047,48,I Like Me Better,Lauv,20605,2017-11-05,0.505,0.10400000000000001,91.97,0.253,0.535,2.55e-06,4,0.752,9,197437,-7.621,0.419,1
2048,49,Just Like You,Louis Tomlinson,19973,2017-11-05,0.628,0.384,138.032,0.203,0.364,0.0,4,0.703,0,205217,-5.914,0.47100000000000003,1
2049,50,Help Me Out (with Julia Michaels),Maroon 5,19387,2017-11-05,0.574,0.107,115.079,0.0729,0.479,2.6300000000000002e-05,4,0.932,11,193604,-4.885,0.5329999999999999,1
2050,51,Super Far,LANY,19272,2017-11-05,0.45799999999999996,0.249,96.01100000000001,0.14400000000000002,0.105,0.0,4,0.754,8,203650,-6.852,0.495,1
2051,52,Bedroom Floor,Liam Payne,19076,2017-11-05,0.679,0.11199999999999999,119.977,0.0644,0.301,0.000136,4,0.6779999999999999,1,188346,-7.093,0.218,1
2052,53,Gorgeous,Taylor Swift,18655,2017-11-05,0.529,0.218,91.98100000000001,0.175,0.0652,1.25e-05,4,0.7909999999999999,7,209680,-6.87,0.428,1
2053,54,Something Just Like This,The Chainsmokers,18357,2017-11-05,0.635,0.16399999999999998,103.01899999999999,0.0317,0.0498,1.4400000000000001e-05,4,0.617,11,247160,-6.769,0.446,0
2054,55,เฉยเมย,YOUNGOHM,18073,2017-11-05,0.502,0.12,94.098,0.0654,0.736,0.0,4,0.6809999999999999,6,258959,-8.812000000000001,0.619,0
2055,56,คนละชั้น,Jaonaay,17972,2017-11-05,0.419,0.10400000000000001,142.114,0.0494,0.684,0.0,4,0.71,10,207907,-9.711,0.445,1
2056,57,Bad Luck,Lipta,17904,2017-11-05,0.498,0.10800000000000001,78.975,0.0962,0.784,0.0,4,0.6990000000000001,7,227836,-9.329,0.47600000000000003,1
2057,58,New,Daya,17779,2017-11-05,0.743,0.368,106.919,0.0322,0.0473,8.81e-06,4,0.7170000000000001,0,230880,-4.337,0.321,1
2058,59,Wait,Maroon 5,16647,2017-11-05,0.603,0.11199999999999999,126.116,0.0507,0.0803,0.0,4,0.648,8,190643,-5.098,0.488,1
2059,60,Feel It Still,Portugal. The Man,16319,2017-11-05,0.795,0.0717,79.028,0.0504,0.0417,0.000113,4,0.8009999999999999,1,163253,-5.115,0.754,0
2060,61,Rain,The Script,16294,2017-11-05,0.586,0.35600000000000004,93.02,0.107,0.24100000000000002,0.0,4,0.6890000000000001,6,209347,-7.61,0.611,1
2061,62,เรื่องที่ขอ,Lula,16280,2017-11-05,0.425,0.11199999999999999,178.081,0.0296,0.0689,1.0300000000000001e-05,4,0.46399999999999997,4,302067,-10.795,0.315,1
2062,63,Panama,Matteo,15991,2017-11-05,0.723,0.196,99.977,0.0363,0.18,0.0,4,0.866,1,200700,-6.539,0.963,0
2063,64,โลกที่ไม่มีเธอ,PORTRAIT,15964,2017-11-05,0.518,0.11599999999999999,177.956,0.0309,0.366,0.0,4,0.40399999999999997,5,228735,-7.159,0.15,1
2064,65,Feels Great (feat. Fetty Wap & CVBZ),Cheat Codes,15893,2017-11-05,0.833,0.127,180.00900000000001,0.0575,0.0454,0.0,4,0.522,0,193569,-3.715,0.29600000000000004,1
2065,66,ช่วงนี้(Karma),Atom Chanakan,15769,2017-11-05,0.657,0.0881,102.023,0.0414,0.483,2.0399999999999998e-05,4,0.7170000000000001,9,212603,-3.929,0.674,0
2066,67,เจ็บจนไม่เข้าใจ,PORTRAIT,15714,2017-11-05,0.627,0.109,85.98299999999999,0.024,0.213,0.00471,4,0.593,4,250999,-7.553,0.701,1
2067,68,Galway Girl,Ed Sheeran,15528,2017-11-05,0.8759999999999999,0.327,99.943,0.1,0.0735,0.0,4,0.624,9,170827,-3.3739999999999997,0.7809999999999999,1
2068,69,Anywhere,Rita Ora,15519,2017-11-05,0.797,0.10400000000000001,106.93,0.0596,0.0364,0.0,4,0.628,11,215064,-3.9530000000000003,0.321,0
2069,70,Burning,Sam Smith,15361,2017-11-05,0.22399999999999998,0.282,86.936,0.0417,0.885,0.0,4,0.631,6,203290,-9.383,0.365,1
2070,71,เผด็จเกิร์ล,Tattoo Colour,15317,2017-11-05,0.8590000000000001,0.10400000000000001,115.015,0.0385,0.0736,0.0,4,0.664,9,187520,-4.021,0.777,1
2071,72,อย่าบอก,Atom Chanakan,15299,2017-11-05,0.418,0.222,75.991,0.0436,0.735,0.0,4,0.5489999999999999,0,229000,-9.668,0.37799999999999995,1
2072,73,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,15163,2017-11-05,0.7829999999999999,0.083,154.084,0.0856,0.047,0.0,4,0.643,10,163870,-6.457999999999999,0.579,1
2073,74,Strip That Down,Liam Payne,14935,2017-11-05,0.485,0.0765,106.02799999999999,0.0545,0.24600000000000002,0.0,4,0.8690000000000001,6,204502,-5.595,0.527,1
2074,75,There's Nothing Holdin' Me Back,Shawn Mendes,14689,2017-11-05,0.8,0.0913,121.99600000000001,0.0583,0.381,0.0,4,0.857,2,199440,-4.035,0.966,1
2075,76,Whiskey (feat. A$AP Rocky),Maroon 5,14441,2017-11-05,0.406,0.105,102.485,0.0696,0.748,0.0,4,0.53,7,210422,-8.272,0.0665,0
2076,77,Stranger Things (feat. OneRepublic),Kygo,14008,2017-11-05,0.6609999999999999,0.0951,107.016,0.0375,0.23399999999999999,0.0,4,0.604,0,221440,-5.914,0.506,1
2077,78,Gucci Gang,Lil Pump,13990,2017-11-05,0.523,0.11699999999999999,119.889,0.0597,0.239,0.0,4,0.9359999999999999,5,124056,-6.71,0.6990000000000001,1
2078,79,I Just Can't,R3HAB,13833,2017-11-05,0.595,0.14800000000000002,77.538,0.0419,0.162,0.0,4,0.652,6,156000,-6.944,0.303,0
2079,80,Symphony (feat. Zara Larsson),Clean Bandit,13828,2017-11-05,0.629,0.138,122.863,0.0563,0.259,1.6e-05,4,0.7070000000000001,0,212459,-4.581,0.457,0
2080,81,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,13591,2017-11-05,0.6679999999999999,0.16699999999999998,80.92399999999999,0.0367,0.0552,0.0,4,0.609,7,288600,-4.284,0.8109999999999999,1
2081,82,พัง..(ลำพัง),Getsunova,13580,2017-11-05,0.691,0.225,79.85600000000001,0.0307,0.0611,2.54e-05,4,0.293,7,252126,-4.8389999999999995,0.29100000000000004,1
2082,83,มือลั่น,Jazz Spooknickpapiyongkookkook,13513,2017-11-05,0.885,0.0859,129.93,0.0305,0.445,0.0,4,0.647,11,192106,-2.3930000000000002,0.594,0
2083,84,Dirty Sexy Money (feat. Charli XCX & French Montana),David Guetta,13166,2017-11-05,0.873,0.0824,79.943,0.11900000000000001,0.0789,0.0,4,0.721,1,172687,-4.7410000000000005,0.552,1
2084,85,...Ready For It?,Taylor Swift,12989,2017-11-05,0.77,0.159,160.049,0.142,0.0573,0.0,4,0.616,2,208198,-6.5,0.41200000000000003,1
2085,86,That's What I Like,Bruno Mars,12871,2017-11-05,0.56,0.0944,134.066,0.0406,0.013000000000000001,0.0,4,0.853,1,206693,-4.961,0.86,1
2086,87,2U (feat. Justin Bieber),David Guetta,12617,2017-11-05,0.65,0.225,144.937,0.0591,0.21899999999999997,0.0,4,0.5479999999999999,8,194897,-5.827000000000001,0.557,0
