,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode,track_id,Position,Track Name,Artist,Streams,date,track_id
7518,0.853,0.062,103.846,0.0904,0.0615,0.0,4,0.647,8,189000,-4.516,0.618,1,01k24g94i1JvkFLQmVEdCd,119,If You're Over Me,Years & Years,16256,2018-05-13,01k24g94i1JvkFLQmVEdCd
23518,0.575,0.0885,111.881,0.0573,0.604,0.0,4,0.45899999999999996,3,215107,-4.8580000000000005,0.183,1,2gMXnyrvIjhVBUZwvLZDMP,119,Before You Go,Lewis Capaldi,55953,2019-11-24,2gMXnyrvIjhVBUZwvLZDMP
118,0.795,0.21899999999999997,96.023,0.0291,0.0872,0.000165,4,0.623,11,228750,-4.744,0.8140000000000001,1,2zTVmGKsggygR9cvw95Y8B,119,Aitakatta อยากจะได้พบเธอ,BNK48,9005,2017-08-27,2zTVmGKsggygR9cvw95Y8B
4918,0.5820000000000001,0.265,90.035,0.297,0.625,3.84e-06,4,0.618,1,130613,-9.454,0.48,1,5qN4HFkapdAOV94XPryVof,119,Black Panther,Kendrick Lamar,13163,2018-02-11,5qN4HFkapdAOV94XPryVof
1718,0.7490000000000001,0.175,87.03,0.35600000000000004,0.0452,0.0,4,0.725,10,226160,-7.474,0.7609999999999999,0,3OEer2dQj1eWhSqxatGiru,119,Revenge,P!nk,8559,2017-10-22,3OEer2dQj1eWhSqxatGiru
12718,0.43200000000000005,0.0703,97.035,0.0375,0.36,0.0,4,0.6659999999999999,6,192853,-5.335,0.5920000000000001,1,1leK8yhFrHCLXnRvBeQcyy,119,Told You So,Little Mix,24800,2018-11-11,1leK8yhFrHCLXnRvBeQcyy
1518,0.7709999999999999,0.106,100.024,0.0363,0.11800000000000001,0.00108,4,0.701,8,192449,-5.7139999999999995,0.22699999999999998,1,2PJ55QsqjSVwN2esqfMDFu,119,We Could Go Back,Jonas Blue,9018,2017-10-15,2PJ55QsqjSVwN2esqfMDFu
2518,0.688,0.0734,90.01299999999999,0.0841,0.633,0.0,4,0.765,4,229573,-5.566,0.434,1,42CeaId2XNlxugDvyqHfDf,119,Candy Paint,Post Malone,10989,2017-11-19,42CeaId2XNlxugDvyqHfDf
1919,0.617,0.0964,120.065,0.0308,0.535,3.52e-05,4,0.7759999999999999,7,190560,-8.533999999999999,0.8390000000000001,1,4SxDgCqkrZzU0uhteCNpUy,120,คนบนฟ้า,Paradox,9244,2017-10-29,4SxDgCqkrZzU0uhteCNpUy
6919,0.242,0.0941,85.84700000000001,0.03,0.96,0.0,4,0.5670000000000001,1,258140,-11.048,0.29,1,0CZ2Z36kfslHCi4Nq8Wa6v,120,ทุกสิ่ง (original by PRU),Image Suthita,15094,2018-04-22,0CZ2Z36kfslHCi4Nq8Wa6v
16319,0.985,0.0778,160.031,0.10800000000000001,0.17800000000000002,0.0,4,0.602,8,238000,-3.097,0.7979999999999999,1,66zQFYwQRbxlfzcZkXfSJ3,120,Beginner,BNK48,30947,2019-03-17,66zQFYwQRbxlfzcZkXfSJ3
15719,0.86,0.0574,93.98899999999999,0.0593,0.11,1.94e-06,4,0.737,8,193227,-2.6519999999999997,0.6559999999999999,0,5w9c2J52mkdntKOmRLeM2m,120,Con Calma,Daddy Yankee,30845,2019-02-24,5w9c2J52mkdntKOmRLeM2m
7719,0.902,0.522,106.515,0.0855,0.0952,0.0,4,0.6990000000000001,7,283944,-6.223,0.652,1,4BpBCQi1r3ZEOQY6YZfzlW,120,RIVER,BNK48,17615,2018-05-20,4BpBCQi1r3ZEOQY6YZfzlW
6119,0.7120000000000001,0.0459,106.01100000000001,0.0311,0.11599999999999999,0.0,4,0.624,2,273396,-7.362,0.7829999999999999,1,2cVpBnBvc8bhGDaSCFr6rV,120,คนที่แสนธรรมดา,Pause,14420,2018-03-25,2cVpBnBvc8bhGDaSCFr6rV
119,0.634,0.115,102.01299999999999,0.0654,0.23199999999999998,0.0,4,0.679,5,210091,-5.024,0.498,0,0dA2Mk56wEzDgegdC6R17g,120,Stay (with Alessia Cara),Zedd,8833,2017-08-27,0dA2Mk56wEzDgegdC6R17g
1319,0.523,0.11699999999999999,119.889,0.0597,0.239,0.0,4,0.9359999999999999,5,124056,-6.71,0.6990000000000001,1,43ZyHQITOjhciSUUNPVRHc,120,Gucci Gang,Lil Pump,8802,2017-10-08,43ZyHQITOjhciSUUNPVRHc
7319,0.851,0.12,100.06299999999999,0.0409,0.0228,0.0,4,0.623,7,193924,-3.111,0.4,1,083Qf6hn6sFL6xiOHlZUyn,120,I'll Be There,Jess Glynne,16002,2018-05-06,083Qf6hn6sFL6xiOHlZUyn
12519,0.872,0.298,122.994,0.0469,0.033,0.0579,4,0.775,6,191496,-4.194,0.379,1,5sdb5pMhcK44SSLsj1moUh,120,I Found You (with Calvin Harris),benny blanco,24553,2018-11-04,5sdb5pMhcK44SSLsj1moUh
20919,0.732,0.319,94.071,0.0629,0.45399999999999996,0.0,4,0.7120000000000001,4,198533,-6.754,0.313,1,2dgFqt3w9xIQRjhPtwNk3D,120,Death By A Thousand Cuts,Taylor Swift,50123,2019-08-25,2dgFqt3w9xIQRjhPtwNk3D
18720,0.645,0.11900000000000001,100.001,0.0715,0.272,0.0,4,0.802,5,157202,-6.181,0.376,0,2x0RZdkZcD8QRI53XT4GI5,121,SOS (feat. Aloe Blacc),Avicii,39225,2019-06-09,2x0RZdkZcD8QRI53XT4GI5
13320,0.792,0.252,151.91,0.0487,0.00775,0.0,4,0.428,3,210391,-5.207999999999999,0.36700000000000005,0,4YcMalsZKALGeqgaYeVp4T,121,HELP ME,NU'EST W,26251,2018-12-02,4YcMalsZKALGeqgaYeVp4T
16320,0.797,0.16699999999999998,74.516,0.0767,0.19399999999999998,0.0,4,0.43799999999999994,7,242756,-3.951,0.521,0,65wvbMx87q6IHOBWTKAhWr,121,Spring (feat. Sandara Park),Park Bom,30762,2019-03-17,65wvbMx87q6IHOBWTKAhWr
14720,0.604,0.114,75.014,0.0427,0.0668,0.0,4,0.693,11,179930,-5.279,0.6509999999999999,1,6Yx181fZzA0YE2EkUsYruq,121,Big Plans,Why Don't We,28489,2019-01-20,6Yx181fZzA0YE2EkUsYruq
120,0.557,0.0902,85.04299999999999,0.059000000000000004,0.695,0.0,4,0.358,10,211467,-7.398,0.494,1,5uCax9HTNlzGybIStD3vDh,121,Say You Won't Let Go,James Arthur,8823,2017-08-27,5uCax9HTNlzGybIStD3vDh
7320,0.621,0.121,158.946,0.129,0.0864,9.8e-05,4,0.622,11,213040,-4.9239999999999995,0.5670000000000001,0,73F87Sqh6jQWucOOvz1WFx,121,Genius,Sia,15850,2018-05-06,73F87Sqh6jQWucOOvz1WFx
10720,0.551,0.192,118.552,0.29100000000000004,0.0311,0.0,4,0.9390000000000001,1,337941,-9.126,0.42,1,2jt2WxXMCD4zjACthkJQVE,121,The Ringer,Eminem,22807,2018-09-02,2jt2WxXMCD4zjACthkJQVE
8920,0.593,0.12300000000000001,84.76299999999999,0.284,0.134,0.0,4,0.685,9,136187,-9.083,0.14400000000000002,0,71SEHJPt1iDwGkBhUOAXDP,121,Survival,Drake,20077,2018-07-01,71SEHJPt1iDwGkBhUOAXDP
8120,0.693,0.122,126.025,0.044000000000000004,0.175,0.0,4,0.696,3,194755,-4.64,0.601,1,3JJYIoJ5FyY9E0DGjr7SXF,121,Enemies,Lauv,17609,2018-06-03,3JJYIoJ5FyY9E0DGjr7SXF
6121,0.573,0.201,129.922,0.0404,0.21,1.21e-06,4,0.7340000000000001,9,238975,-7.037999999999999,0.787,1,03wu8u9k1LtWdlXK4mOEcG,122,ฤดู,Scrubb,14086,2018-03-25,03wu8u9k1LtWdlXK4mOEcG
321,0.682,0.094,128.015,0.0438,0.165,0.0,4,0.816,7,251523,-4.458,0.56,1,4s4zrY6U42qAbFVcSDpRm5,122,Clean Food (feat. ฟักกลิ้ง ฮีโร่),Boom Boom Cash,7517,2017-09-03,4s4zrY6U42qAbFVcSDpRm5
20721,0.5379999999999999,0.248,148.05100000000002,0.0335,0.17,2.83e-06,4,0.53,5,233654,-6.672000000000001,0.28800000000000003,1,44ADyYoY5liaRa3EOAl4uf,122,Slide Away,Miley Cyrus,47591,2019-08-18,44ADyYoY5liaRa3EOAl4uf
521,0.5429999999999999,0.0939,107.969,0.0489,0.308,0.0,4,0.696,11,246880,-6.164,0.479,1,0VhgEqMTNZwYL1ARDLLNCX,122,Can I Be Him,James Arthur,7470,2017-09-10,0VhgEqMTNZwYL1ARDLLNCX
9921,0.879,0.27899999999999997,95.995,0.0583,0.0417,0.0,4,0.7090000000000001,6,229595,-4.711,0.593,0,16alky6DYKkpbkKOtAtzTU,122,ใจเย็นเย็น,Clash,21185,2018-08-05,16alky6DYKkpbkKOtAtzTU
8121,0.308,0.0933,122.09899999999999,0.33799999999999997,0.125,0.0,4,0.925,11,145507,-6.562,0.265,0,3qnoOm4fwZPBS116f5hpgF,122,All Mine,Kanye West,17381,2018-06-03,3qnoOm4fwZPBS116f5hpgF
121,0.618,0.10400000000000001,125.036,0.0322,0.115,3.3e-06,4,0.624,8,197253,-4.868,0.122,1,7bJwvubZZaoGE1AGEfu8Fi,122,One Last Time,Ariana Grande,8807,2017-08-27,7bJwvubZZaoGE1AGEfu8Fi
19521,0.40299999999999997,0.0895,120.041,0.0297,0.618,0.0745,4,0.496,6,306104,-11.306,0.433,1,3CCcOP9IQHVQoYIFKuS5BP,122,เรา,Cocktail,44701,2019-07-07,3CCcOP9IQHVQoYIFKuS5BP
1321,0.7240000000000001,0.11599999999999999,121.884,0.0839,0.0308,0.0,4,0.518,8,192731,-6.327000000000001,0.33399999999999996,1,7pstxLUhvsJC3M4TxHe2aI,122,Carry You Home,Tiësto,8679,2017-10-08,7pstxLUhvsJC3M4TxHe2aI
6321,0.716,0.11199999999999999,184.13099999999997,0.16699999999999998,0.3,0.00214,4,0.484,5,230027,-7.193,0.365,0,13wNEvWmBsWaWVtiLPRIW5,122,Hurt You,The Weeknd,14446,2018-04-01,13wNEvWmBsWaWVtiLPRIW5
721,0.779,0.17800000000000002,106.96600000000001,0.0433,0.326,0.0,4,0.758,8,192880,-3.531,0.78,0,4ioNqWWd8Ivz4bLfrn3bBN,122,Heartline,Craig David,8661,2017-09-17,4ioNqWWd8Ivz4bLfrn3bBN
8322,0.6459999999999999,0.282,139.97,0.235,0.0873,0.0,4,0.794,8,223081,-6.852,0.711,1,6YhEAa5c9yNLLFXz5b30vs,123,Kangaroo,Wanna One,18095,2018-06-10,6YhEAa5c9yNLLFXz5b30vs
17322,0.5589999999999999,0.1,173.125,0.0336,0.228,0.0,4,0.451,1,277500,-6.425,0.47200000000000003,1,4prGMvYxnXPsG7xueL4Gc8,123,เจ็บจนพอ,Wanyai,32327,2019-04-21,4prGMvYxnXPsG7xueL4Gc8
22922,0.478,0.10800000000000001,121.18,0.0422,0.693,0.0,4,0.40299999999999997,11,258227,-5.185,0.271,1,4B6cJ34Mkfiu4Xo8t8QU7F,123,Love poem,IU,57536,2019-11-03,4B6cJ34Mkfiu4Xo8t8QU7F
6322,0.7340000000000001,0.165,113.34,0.0331,0.133,0.000109,4,0.32,10,241067,-4.021,0.185,1,56d6kYZhfhzpoC3s1dRU2V,123,I Was Never There,The Weeknd,14428,2018-04-01,56d6kYZhfhzpoC3s1dRU2V
11322,0.605,0.177,139.988,0.032,0.0346,0.0,4,0.586,9,259393,-5.902,0.332,0,4GHaFwmomEUwsUbrdNHSVZ,123,ไม่มีเงื่อนไข,Songkarn Rangsant,22664,2018-09-23,4GHaFwmomEUwsUbrdNHSVZ
9522,0.805,0.12,142.03799999999998,0.0403,0.00396,2.09e-06,4,0.687,6,205305,-4.668,0.7120000000000001,1,6CSZO82B0cM4CUgnrjPSfJ,123,"1, 2, 3!",SEUNGRI,19694,2018-07-22,6CSZO82B0cM4CUgnrjPSfJ
10522,0.9590000000000001,0.287,107.016,0.0658,0.24100000000000002,0.0,4,0.772,8,175088,-1.7180000000000002,0.9279999999999999,1,3Ds44Sf36tCFKmkV1IDr88,123,Rollin' Rollin',Love Potion,23683,2018-08-26,3Ds44Sf36tCFKmkV1IDr88
122,0.57,0.138,169.984,0.0519,0.7170000000000001,1.17e-05,4,0.637,4,278250,-6.185,0.375,1,3F5jmTgXeY1zS2ATt4cR7L,123,จีบ...(May I),Namm Ronnadet,8716,2017-08-27,3F5jmTgXeY1zS2ATt4cR7L
15522,0.662,0.0888,97.99700000000001,0.0547,0.341,0.000188,4,0.8029999999999999,9,200227,-6.226,0.40399999999999997,1,6KEkXeBJIHTFifMp9HK8tc,123,Letting Go,ONE OK ROCK,29774,2019-02-17,6KEkXeBJIHTFifMp9HK8tc
323,0.84,0.385,119.963,0.19,0.21899999999999997,0.0,4,0.843,1,275352,-2.679,0.613,1,4054xwBz6ZYo1y2Ab6Yqx1,124,TURNT,Thaitanium,7498,2017-09-03,4054xwBz6ZYo1y2Ab6Yqx1
5523,0.845,0.0604,175.81599999999997,0.0866,0.006520000000000001,2.4e-06,4,0.547,6,181113,-5.292999999999999,0.67,1,2xYpEh4RtRcHOK5XOG7XQz,124,P.O.P (Piece Of Peace) pt.1,j-hope,12810,2018-03-04,2xYpEh4RtRcHOK5XOG7XQz
11923,0.35200000000000004,0.12300000000000001,79.918,0.028999999999999998,0.785,0.0,4,0.568,1,297747,-8.076,0.23399999999999999,1,629NRMzA7LTXSuzwG7R1Ag,124,No Longer,NCT 127,24233,2018-10-14,629NRMzA7LTXSuzwG7R1Ag
16923,0.631,0.0786,195.99099999999999,0.0657,0.539,0.0,4,0.595,7,217045,-3.533,0.5329999999999999,1,0jnUqXkSxqe8hLkPVfzIjz,124,Bom,Bolbbalgan4,32973,2019-04-07,0jnUqXkSxqe8hLkPVfzIjz
123,0.47600000000000003,0.305,97.62100000000001,0.0246,0.6709999999999999,0.0157,3,0.595,7,264627,-7.8629999999999995,0.35700000000000004,1,3XfygeAG5SFzEVaQJEKY49,124,ทางของฝุ่น (Dust),Atom Chanakan,8634,2017-08-27,3XfygeAG5SFzEVaQJEKY49
13523,0.6779999999999999,0.0889,145.88299999999998,0.11900000000000001,0.0702,0.0,4,0.6890000000000001,5,200306,-4.287,0.335,0,0yB4jrSwN0bFtFRDR5vyMj,124,Love Shot,EXO,26170,2018-12-09,0yB4jrSwN0bFtFRDR5vyMj
5123,0.685,0.0875,88.98299999999999,0.0381,0.521,3.53e-05,4,0.601,7,249253,-7.193,0.721,1,4gQ7b2PtqjIsZ2Bm8BvJzi,124,ที่รัก (เพลงประกอบละคร ชั่วโมงต้องมนต์),TOR Saksit,13113,2018-02-18,4gQ7b2PtqjIsZ2Bm8BvJzi
6523,0.722,0.331,124.071,0.0328,0.0656,0.000113,4,0.698,3,187984,-5.812,0.8270000000000001,0,3Wz7m9QeE8EAfpg98uxhRk,124,มะงึกๆอุ๋งๆ,Ornly You,13749,2018-04-08,3Wz7m9QeE8EAfpg98uxhRk
8923,0.623,0.0675,115.934,0.14,0.0336,0.0,4,0.867,1,176215,-5.782,0.941,1,2VP1q3Fjc7HoJp2NRteCxW,124,Over My Skin,Tiffany Young,19504,2018-07-01,2VP1q3Fjc7HoJp2NRteCxW
25123,0.5710000000000001,0.125,98.04799999999999,0.281,0.196,0.0,4,0.89,0,170204,-7.832999999999999,0.508,1,1n4kQq2z9oL9E8eFixcD2t,124,ชอบ RACKS,Gavin D,58763,2020-01-19,1n4kQq2z9oL9E8eFixcD2t
10123,0.423,0.11699999999999999,113.537,0.0348,0.27,0.0,4,0.392,7,245187,-7.813,0.28800000000000003,1,3dglCYsVMjPbDlU2CC9Vq7,124,Let's See What The Night Can Do,Jason Mraz,20580,2018-08-12,3dglCYsVMjPbDlU2CC9Vq7
15523,0.7509999999999999,0.275,134.079,0.0651,0.45899999999999996,0.0,4,0.6409999999999999,7,267093,-7.205,0.526,1,0rkLBBUxJVKlVY1kLziA7W,124,LOVE IS YUUU (feat. ตู่ ภพธร),Boyd Kosiyabong,29692,2019-02-17,0rkLBBUxJVKlVY1kLziA7W
8324,0.5589999999999999,0.10099999999999999,97.994,0.12,0.0236,0.0,4,0.884,0,232959,-7.442,0.342,1,5IaHrVsrferBYDm0bDyABy,125,Taste (feat. Offset),Tyga,18027,2018-06-10,5IaHrVsrferBYDm0bDyABy
21324,0.40299999999999997,0.293,141.78,0.0336,0.36,0.0,4,0.529,9,414467,-6.38,0.245,1,56pvqFKGXPjubh5eY6sOlv,125,Is There Still Anything That Love Can Do?,RADWIMPS,51439,2019-09-08,56pvqFKGXPjubh5eY6sOlv
5524,0.292,0.285,119.986,0.0399,0.7440000000000001,0.0,4,0.755,2,250066,-7.789,0.391,1,5l2ZAgQfsNLxmZCBu1DaEE,125,เหตุผลของคนหมดรัก,Poppy ชัชชญา,12778,2018-03-04,5l2ZAgQfsNLxmZCBu1DaEE
23924,0.693,0.0816,201.935,0.321,0.125,0.0,4,0.573,11,239440,-4.415,0.892,0,345PmP4x3YDO8QHooxg1ze,125,คืนนี้,DABOYWAY,57246,2019-12-08,345PmP4x3YDO8QHooxg1ze
124,0.76,0.127,150.0,0.0596,0.0066,0.0,4,0.618,6,221341,-4.312,0.541,1,6lM6yIDZ7kxFsgQCCfaLE2,125,Monster,EXO,8626,2017-08-27,6lM6yIDZ7kxFsgQCCfaLE2
5924,0.6759999999999999,0.109,102.001,0.0634,0.603,4.81e-06,4,0.8390000000000001,10,232163,-5.936,0.9329999999999999,1,1rVsQiBov0b97U5ccZr0ty,125,รักโกรธ,Season Five,13527,2018-03-18,1rVsQiBov0b97U5ccZr0ty
2324,0.62,0.41,104.0,0.0281,0.47600000000000003,1.44e-06,4,0.693,0,295687,-7.961,0.51,1,4BmONvIG0LUUWCSd1dokyZ,125,ใต้ฟ้า (Tomorrow),JETSET'ER,9752,2017-11-12,4BmONvIG0LUUWCSd1dokyZ
22524,0.552,0.18,136.56,0.0274,0.028999999999999998,0.0,4,0.664,6,217027,-6.285,0.612,0,5vz7614Y45d7U5Coi0FjnA,125,20cm,TOMORROW X TOGETHER,55220,2019-10-20,5vz7614Y45d7U5Coi0FjnA
8924,0.706,0.324,123.04700000000001,0.0438,0.0133,0.0,4,0.736,2,173220,-3.8989999999999996,0.758,0,32UJH1F38AMSjZilQyBzOE,125,I See Love - From Hotel Transylvania 3,Jonas Blue,19366,2018-07-01,32UJH1F38AMSjZilQyBzOE
16324,0.541,0.106,125.912,0.0416,0.747,0.0,4,0.593,10,240000,-6.715,0.36700000000000005,1,4cuqxTgaj2Bzrlti3s6MDZ,125,Lies,ETC.,29983,2019-03-17,4cuqxTgaj2Bzrlti3s6MDZ
125,0.513,0.0894,139.97899999999998,0.0411,0.102,1.69e-06,4,0.7440000000000001,2,211671,-9.492,0.353,0,7q8jJ1XZEliBakZSUMFde5,126,Stay With You,Cheat Codes,8599,2017-08-27,7q8jJ1XZEliBakZSUMFde5
725,0.7829999999999999,0.083,154.084,0.0856,0.047,0.0,4,0.643,10,163870,-6.457999999999999,0.579,1,7iDa6hUg2VgEL1o1HjmfBn,126,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,8605,2017-09-17,7iDa6hUg2VgEL1o1HjmfBn
3925,0.7040000000000001,0.0424,191.702,0.18600000000000003,0.00583,0.00011499999999999999,4,0.284,2,234707,-7.276,0.1,1,2xGjteMU3E1tkEPVFBO08U,126,This Is Me,Keala Settle,12278,2018-01-07,2xGjteMU3E1tkEPVFBO08U
7125,0.7170000000000001,0.106,160.981,0.034,0.341,2.4e-05,4,0.672,1,194560,-2.714,0.225,1,5VuxWXbt7XENQCtE9TzpTv,126,Spoil My Night (feat. Swae Lee),Post Malone,14793,2018-04-29,5VuxWXbt7XENQCtE9TzpTv
25125,0.4,0.12300000000000001,122.963,0.0736,0.00575,7.49e-06,4,0.862,4,186613,-7.486000000000001,0.596,1,0ycFQvBTfuo1LCdG0HhszL,126,Tattoos Together,Lauv,58413,2020-01-19,0ycFQvBTfuo1LCdG0HhszL
11725,0.731,0.732,120.04,0.0391,0.128,1.3800000000000002e-05,4,0.65,3,200000,-4.609,0.428,0,5loLgv99S4S6JZn3OV9nAR,126,วายโอทัวร์ไลฟ์,YOUNGOHM,23052,2018-10-07,5loLgv99S4S6JZn3OV9nAR
14925,0.515,0.0613,142.075,0.105,0.792,0.000732,4,0.825,6,261127,-7.416,0.648,0,48hIfFJKnT1JZm29vAoWwQ,126,ต้องการฉันไหม,CHITSWIFT,27696,2019-01-27,48hIfFJKnT1JZm29vAoWwQ
10325,0.6679999999999999,0.184,143.91899999999998,0.0295,0.5870000000000001,5.3200000000000006e-05,4,0.621,1,234500,-7.07,0.736,1,7ei0VnJbGojtdCDCp2Mow1,126,คนชั่ว 2018,The Parkinson,20933,2018-08-19,7ei0VnJbGojtdCDCp2Mow1
8525,0.6940000000000001,0.0719,97.005,0.0253,0.00281,0.0,4,0.63,11,195519,-6.257000000000001,0.21600000000000003,0,3BT6pJdmvpsjCHsbZg9fzF,126,I'm a Mess,Bebe Rexha,18705,2018-06-17,3BT6pJdmvpsjCHsbZg9fzF
16125,0.767,0.10099999999999999,98.988,0.151,0.0974,1.32e-05,4,0.797,0,216458,-3.286,0.536,0,1JQPZKIXKU3wdOSjk2ILgM,126,FOCUS ON ME,Jus2,29268,2019-03-10,1JQPZKIXKU3wdOSjk2ILgM
14725,0.7759999999999999,0.133,93.03200000000001,0.0379,0.0241,0.0,4,0.715,6,226547,-5.888,0.514,0,6Vg2Y5ETpGdhMYpSESjIzN,126,Dream Launch,WayV,27919,2019-01-20,6Vg2Y5ETpGdhMYpSESjIzN
19325,0.6779999999999999,0.10099999999999999,103.95200000000001,0.0324,0.0154,6.05e-06,4,0.693,8,228267,-7.159,0.40399999999999997,1,6oJ6le65B3SEqPwMRNXWjY,126,Higher Love,Kygo,41942,2019-06-30,6oJ6le65B3SEqPwMRNXWjY
9126,0.7,0.0977,120.00200000000001,0.107,0.0588,0.0,4,0.795,6,190347,-5.221,0.7979999999999999,0,4HYNtH7n3TrbbtRa94sA0K,127,Talk,Why Don't We,19131,2018-07-08,4HYNtH7n3TrbbtRa94sA0K
8726,0.45,0.10800000000000001,153.888,0.228,0.809,0.0,4,0.736,2,159400,-9.406,0.6629999999999999,1,5QskYLFPX9y7pLU0VEMNbr,127,Like To Be You feat. Julia Michaels,Shawn Mendes,18954,2018-06-24,5QskYLFPX9y7pLU0VEMNbr
20126,0.83,0.165,116.92299999999999,0.0499,0.33799999999999997,0.0,4,0.644,6,203107,-2.988,0.8320000000000001,0,2uP6mAdUqgClj5TFEByohQ,127,To My World,PRODUCE X 101,46547,2019-07-28,2uP6mAdUqgClj5TFEByohQ
5726,0.7440000000000001,0.34299999999999997,130.047,0.0319,0.33799999999999997,0.0,4,0.753,0,197214,-5.082,0.691,1,38YdyNPdurcFGbMDuYxDxi,127,Rubber Band,iKON,12200,2018-03-11,38YdyNPdurcFGbMDuYxDxi
16726,0.429,0.128,149.967,0.0554,0.0518,0.0,4,0.696,1,213333,-8.736,0.242,0,1Pz3QmQFBFuI60rxCQBeW6,127,Kills You Slowly,The Chainsmokers,31531,2019-03-31,1Pz3QmQFBFuI60rxCQBeW6
14126,0.8190000000000001,0.125,92.934,0.0541,0.0287,0.0,4,0.556,8,236536,-4.869,0.28600000000000003,1,6nUpdTLUSel3Zp6lhHZRbX,127,Candle Light,NCT DREAM,25040,2018-12-30,6nUpdTLUSel3Zp6lhHZRbX
19926,0.899,0.289,111.00399999999999,0.0382,0.193,3.38e-06,4,0.7390000000000001,9,198919,-2.589,0.932,0,52R0SwdPEcHrBblLKdUFiN,127,ท้าเล,The Toys,43053,2019-07-21,52R0SwdPEcHrBblLKdUFiN
9326,0.465,0.114,129.59,0.0274,0.43799999999999994,0.0,4,0.585,4,274912,-6.336,0.196,1,542kelU56o4M9myk5ACXsy,127,ที่เหลือ,Chart Suchart,18391,2018-07-15,542kelU56o4M9myk5ACXsy
8326,0.624,0.145,179.925,0.0597,0.0718,0.0,4,0.631,1,203912,-5.504,0.392,1,0kg36eEw4un3UwGvnf93xT,127,Hooked,Why Don't We,17825,2018-06-10,0kg36eEw4un3UwGvnf93xT
17126,0.5329999999999999,0.11,146.832,0.139,0.225,0.00015800000000000002,4,0.619,2,251429,-6.325,0.354,0,14yCfOE9VFmxH8DriXEW6g,127,Mai Aow,DABOYWAY,31341,2019-04-14,14yCfOE9VFmxH8DriXEW6g
15726,0.8079999999999999,0.331,120.021,0.0362,0.0159,4.33e-05,4,0.782,0,197616,-3.139,0.42,1,0q6boCcLaWYPIy2vOsksFg,127,Senorita,(G)I-DLE,28805,2019-02-24,0q6boCcLaWYPIy2vOsksFg
126,0.903,0.158,129.986,0.0357,0.055,0.000225,4,0.726,7,211244,-2.2769999999999997,0.958,0,7AvXrOVEVRcfXxme2wo6Im,127,러시안 룰렛 Russian Roulette,Red Velvet,8502,2017-08-27,7AvXrOVEVRcfXxme2wo6Im
927,0.479,0.10099999999999999,168.231,0.027999999999999997,0.122,0.0,4,0.469,7,284000,-6.547000000000001,0.502,1,4empzWZswsmif6NaN3ZPjK,128,ใครคนนั้น,Palaphol,9165,2017-09-24,4empzWZswsmif6NaN3ZPjK
11327,0.38799999999999996,0.10800000000000001,126.0,0.0347,0.28300000000000003,0.00055,4,0.693,5,283810,-10.182,0.369,1,7btZm25zLfg4PFehQM8TEt,128,เพราะเธอยังลืมเขาไม่ได้,Gtk,22312,2018-09-23,7btZm25zLfg4PFehQM8TEt
16527,0.51,0.18100000000000002,125.962,0.0405,0.368,1.65e-05,4,0.614,5,280000,-7.8229999999999995,0.192,1,7xeNlwiwCzOO9k7lp0NnBA,128,เวทมนตร์,Gtk,29310,2019-03-24,7xeNlwiwCzOO9k7lp0NnBA
6527,0.413,0.34299999999999997,207.865,0.0314,0.655,0.0,4,0.313,0,220571,-8.255,0.452,1,7dfs4SVfLPVORzjmYYqorK,128,คิดถึงเสมอ feat. Wanyai,Lipta,13193,2018-04-08,7dfs4SVfLPVORzjmYYqorK
8927,0.6759999999999999,0.0811,173.47799999999998,0.213,0.0239,0.0,4,0.413,1,302173,-5.124,0.0827,1,1v1IXPXl73Z7zy6f5tUa9n,128,Emotionless,Drake,19227,2018-07-01,1v1IXPXl73Z7zy6f5tUa9n
127,0.5379999999999999,0.184,159.828,0.0462,0.75,0.0,4,0.589,10,195143,-5.665,0.659,1,63rLjQUFTxemPqACev1by7,128,หมายความว่าอะไร,MEAN,8424,2017-08-27,63rLjQUFTxemPqACev1by7
12127,0.43,0.163,134.132,0.0264,0.537,0.0,4,0.621,10,234625,-7.917999999999999,0.654,1,7tJVoN1ZRcjpbEOYCFF14w,128,สายแนนหัวใจ - เพลงประกอบภาพยนตร์ นาคี๒,Kong Huayrai,22673,2018-10-21,7tJVoN1ZRcjpbEOYCFF14w
14327,0.858,0.0789,97.038,0.0396,0.0039299999999999995,0.0,4,0.615,0,227265,-3.3,0.32299999999999995,1,03CbQgFxnBFoaaVJTfEqMD,128,medicine,Bring Me The Horizon,25300,2019-01-06,03CbQgFxnBFoaaVJTfEqMD
12727,0.621,0.337,136.001,0.0309,0.187,4.81e-06,4,0.579,9,350456,-6.593,0.25,1,1Njv2CGB6MJ4imip41DZcA,128,ต่าง,Catherine,23645,2018-11-11,1Njv2CGB6MJ4imip41DZcA
11527,0.855,0.34700000000000003,107.184,0.215,0.0911,0.0,4,0.706,10,201253,-5.377000000000001,0.293,1,575NJxNUVDqwJGdzBrlLbv,128,Lost In Japan - Remix,Shawn Mendes,22738,2018-09-30,575NJxNUVDqwJGdzBrlLbv
